Title,Company,Experience,Salary,Location,Skills,Link,Skills_List,Experience_Years
senior supply chain engineer  by esp,micron software,3-6 yrs,Not Disclosed,hyderabad,supply chain data analysis operations research operational excellence demand planning supply planning scm recruitment,https://www.naukri.com/job-listings-senior-supply-chain-engineer-by-esp-micron-software-hyderabad-3-to-6-years-100125505020,['supply chain data analysis operations research operational excellence demand planning supply planning scm recruitment'],3
production engineer hdpe pipe extrusion  vapi plant,sangir plastics,1-6 yrs,Not Disclosed,vapi,extrusion hdpe pipe hdpe piping production production engineering plant,https://www.naukri.com/job-listings-production-engineer-hdpe-pipe-extrusion-vapi-plant-sangir-plastics-vapi-1-to-6-years-100325015060,['extrusion hdpe pipe hdpe piping production production engineering plant'],1
senior software engineer  microsoft technologies,recruitrix technologies llp,2-8 yrs,Not Disclosed,hyderabad,ms sql git net framework architecture javascript entity framework wcf visual studio,https://www.naukri.com/job-listings-senior-software-engineer-microsoft-technologies-recruitrix-technologies-llp-hyderabad-2-to-8-years-091122500326,['ms sql git net framework architecture javascript entity framework wcf visual studio'],2
production engineer hot rolling piercingsizing mill,ssp solutions,3-8 yrs,4-4.25 lacs pa,kolkata howrah haldia,hot rolling mill production sizing mill steel piercing mill rolling mill rolling hot rolling,https://www.naukri.com/job-listings-production-engineer-hot-rolling-piercing-sizing-mill-ssp-solutions-kolkata-howrah-haldia-3-to-8-years-100325010528,['hot rolling mill production sizing mill steel piercing mill rolling mill rolling hot rolling'],3
process engineer,sansera engineering,4-8 yrs,Not Disclosed,bengaluru,production process design pfmea engineering autocad manufacturing engineering new product development process engineering,https://www.naukri.com/job-listings-process-engineer-sansera-group-bengaluru-4-to-8-years-070325500288,['production process design pfmea engineering autocad manufacturing engineering new product development process engineering'],4
application engineer,best engineering aids  consultancies beacon,1-4 yrs,Not Disclosed,bengaluru,training production engineering industrial engineering mechanical engineering software troubleshooting cad cam software troubleshooting,https://www.naukri.com/job-listings-application-engineer-best-engineering-aids-consultancies-pvt-ltd-bengaluru-1-to-4-years-060421500434,['training production engineering industrial engineering mechanical engineering software troubleshooting cad cam software troubleshooting'],1
engineer ii,intraedge technology,2-4 yrs,Not Disclosed,bengaluru,new projects project management apqp iso production engineering marine engineering autocad,https://www.naukri.com/job-listings-engineer-ii-intraedge-technologies-pvt-ltd-bengaluru-2-to-4-years-060624500046,['new projects project management apqp iso production engineering marine engineering autocad'],2
engineer  production  auto ancillary oem bhiwadi,human network,2-4 yrs,Not Disclosed,dharuhera bhiwadi,production assembly line assembly line oem auto auto ancillary production engineering,https://www.naukri.com/job-listings-engineer-production-auto-ancillary-oem-bhiwadi-human-network-dharuhera-bhiwadi-2-to-4-years-080325003526,['production assembly line assembly line oem auto auto ancillary production engineering'],2
planning engineer,rishabh builders,2-7 yrs,Not Disclosed,durg,planning engineering project management engineering autocad site installation material planning billing estimation,https://www.naukri.com/job-listings-planning-engineer-rishabh-builders-durg-2-to-7-years-060325505124,['planning engineering project management engineering autocad site installation material planning billing estimation'],2
production supervisor,elgi rubber company,4-9 yrs,Not Disclosed,sriperumbudur,production supervisor sap manpower handling mechanical manager technology production handling manpower production,https://www.naukri.com/job-listings-production-supervisor-elgi-rubber-company-limited-sriperumbudur-4-to-9-years-070225503891,['production supervisor sap manpower handling mechanical manager technology production handling manpower production'],4
production engineer  manager,vst motors,3-7 yrs,Not Disclosed,kotputli jaipur delhi highway,production management productivity enhancement tip trailer quality control measures machinery maintenance tippers production production planning,https://www.naukri.com/job-listings-production-engineer-manager-v-s-t-moter-india-company-kotputli-jaipur-delhi-highway-3-to-7-years-070325922223,['production management productivity enhancement tip trailer quality control measures machinery maintenance tippers production production planning'],3
application engineer  spectacles,hardten precision technologies,2-3 yrs,Not Disclosed,surat,automation semiconductor iso production engineering cad standard operating procedures metrology ms office,https://www.naukri.com/job-listings-application-engineer-spectacles-hardten-precision-echnologies-surat-2-to-3-years-070225504387,['automation semiconductor iso production engineering cad standard operating procedures metrology ms office'],2
hr assistant manager  hosur,imarque solutions,4-7 yrs,3.25-4 lacs pa,hosurdenkanikottai 4,hiring grievance handling induction selection employee relations performance appraisal exit formalities employee retention,https://www.naukri.com/job-listings-hr-assistant-manager-hosur-imarque-solutions-hosur-4-to-7-years-070225010511,['hiring grievance handling induction selection employee relations performance appraisal exit formalities employee retention'],4
engineer  production  semiconductor  electronics noida,human network,2-4 yrs,Not Disclosed,noida delhi  ncr,semiconductor pcb assembly assembly electronics pcb production electronics engineering production engineering,https://www.naukri.com/job-listings-engineer-production-semiconductor-electronics-noida-human-network-noida-delhi-ncr-2-to-4-years-060325018158,['semiconductor pcb assembly assembly electronics pcb production electronics engineering production engineering'],2
production technologist  cold flow,alleima,2-5 yrs,Not Disclosed,mehsana,tpm ehs ppc heat treatment inprocess inspection work instruction operations mechanical engineering,https://www.naukri.com/job-listings-production-technologist-cold-flow-alleima-mehsana-2-to-5-years-060325500785,['tpm ehs ppc heat treatment inprocess inspection work instruction operations mechanical engineering'],2
